gutenberg_author_id,author,birthdate,deathdate
"2578","Bates, Katharine Lee","1859","1929"
"26298","Golden, M. (Meletios)",,
"52141","American Jewish Committee",,
"42734","Grolleau, Charles","1867","1940"
"8954","Thompson, John G. (John Gilbert)","1862","1940"
"46805","Kirsch, W.",,
"39064","Davidis, Henriette",,"1876"
"46277","Landreth, Peter",,
"47492","Lieber, Francis","1800","1872"
"48370","Molesworth, Guilford L. (Guilford Lindsey)","1828","1925"
"33959","Williamson, Margaret","1886",
"56326","Sollas, Igerna Brünhilda Johnson","1877","1965"
"32445","Patterson, H. DeF.",,
"3383","Peck, George W. (George Wilbur)","1840","1916"
"35259","Speakman, Harold","1888","1928"
"49627","Mesa y Rosales, Enrique de","1879","1929"
"39043","Schmitz, Oscar A. H.","1873","1931"
"45638","Barthèlemy, Edmond","1868","1934"
"6125","Rogers, Henry","1806","1877"
"49005","Fornaro, Carlo de","1871","1949"
"49534","Kattelle, L. E. W.",,
"41098","Cândido, António","1850","1922"
"39299","Bates, Bertha Corson Day","1875","1968"
"45530","Fontenelle, M. de (Bernard Le Bovier)","1657","1757"
"575","Rostand, Edmond","1868","1918"
"50948","Cameron, Margaret","1867","1947"
"56747","Institute of Home Economics (U.S.)",,
"8280","Evans, Larry",,"1925"
"38635","Pettie, John","1839","1893"
"57063","Oman, John Campbell","1841","1911"
"8442","Dalton, Louis C.",,
"37047","Nevinson, J. L. (John Lea)",,
"55284","Farrand, Beatrix","1872","1959"
"2732","Child, Lydia Maria","1802","1880"
"52548","Raab, L. Mark","1946",
"36821","MacGillivray, William","1796","1852"
"35575","Meadows, Mark",,
"37655","Hitchcock, Edward","1793","1864"
"45144","Robson, William","1785","1863"
"33362","Hoeper, Jeffrey D.",,
"55273","Payne, Daniel Alexander","1811","1893"
"55114","Seymour, Alta Halverson","1893",
"33966","Weinhold, Julius Moritz",,
"54525","Adams, Randolph Greenfield","1892","1951"
"45179","Stone, Charles P.","1937",
"55331","Pelletier, Madeleine","1874","1939"
"54808","Avery, Henry M.",,
"42432","Thompson, C. J. S. (Charles John Samuel)","1862","1943"
"25486","Spivak, John L. (John Louis)","1897","1981"
"51862","McMurry, Richard M.",,
"805","Byrne, Donn","1889","1928"
"39768","Montjoyeux","1851",
"4730","Ferguson, Donald",,
"39906","Atkinson, James","1780","1852"
"41221","Barnes, Will C. (Will Croft)","1858","1936"
"47326","Génin, F. (François)","1803","1856"
"57466","Buchan, William",,
"50642","Ely, Richard T. (Richard Theodore)","1854","1943"
"42006","Goddard, Henry Herbert","1866","1957"
"41240","Walbridge, Earle Francis","1896","1962"
"52167","Mantell, Gideon Algernon","1790","1852"
"44262","Ogden, Antoinette",,
"35030","Sarolea, Charles","1870","1953"
"56559","King, W. J. Harding","1869","1933"
"24767","Fairham, William",,
"32253","Cottin, Madame (Sophie)","1770","1807"
"46063","Capers, Ellison","1837","1908"
"57127","Pink, M. Alderton (Maurice Alderton)",,
"7414","Blanco, Manuel","1778","1845"
"24914","Peterson, William","1856","1921"
"7766","Fresenborg, Bernard","1847",
"49138","Pennington, Penelope","1757","1827"
"612","Benson, Vincent",,
"34954","Dudley, Howard","1820","1864"
"52833","Aspley, John Cameron","1888","1969"
"901","Edghill, E. M.",,
"937","Baring, Maurice","1874","1945"
"50173","Sumner, George C.",,
"48460","Pares, Bernard","1867","1949"
"54733","White, Tracy S.",,
"31295","Domenichi, Lodovico","1515","1564"
"41421","Flick, Alexander Clarence","1869","1942"
"5506","Lewis, Charlton M. (Charlton Miner)","1866","1923"
"37910","Cartwright, Charles E.",,
"37151","Gastine, Louis","1858","1935"
"53538","LeCompte, Robert G.",,
"55139","Galloway, James, Sir","1862","1922"
"55047","Berkeley, Edmund Callis","1909","1988"
"38798","Kipling, John Lockwood","1837","1911"
"1134","Honig, Winfried",,
"55617","Bolduan, Charles","1873","1950"
"48474","Tooker, L. Frank (Lewis Frank)","1855","1925"
"43214","Byles, C. E. (Charles Edward)","1873","1944"
"4412","Turner, Dawson","1775","1858"
"35428","Wilton, Mary Margaret Stanley Egerton, Countess of","1801","1858"
"933","Sangster, Margaret E. (Margaret Elizabeth)","1894","1981"
"35532","Comte, Auguste","1798","1857"
"48146","Episcopal Church. Army and Navy Commission",,
"2715","Traill, Catharine Parr Strickland","1802","1899"
"39634","Campbell, J. Duncan, (James Duncan)","1916",
"37091","Olmstead, Charles H.","1837","1926"
"2454","Petrie, W. M. Flinders (William Matthew Flinders)","1853","1942"
"2050","Beach, Charles Amory",,
"6875","Huizinga, S. P.",,
"55337","Tincker, Mary Agnes","1831","1907"
"48514","Thomson, J. A. K. (James Alexander Kerr)","1879","1959"
"47129","McLachlan, D. B.",,
"44795","Grant, Madison","1865","1937"
"53701","Sebők, Zsigmond","1861","1916"
"5789","Weaver, John V. A. (John Van Alstyne)","1893","1938"
"45641","Rawlings, Mary","1873","1960"
"40503","Olmsted, Denison","1791","1859"
"47255","Newbranch, Harvey Ellsworth",,
"35985","Geier, Chester S.","1921","1990"
"44734","Armand","1806","1889"
"41816","Hunter, William C.","1812","1891"
"42109","Sindelar, Joseph C. (Joseph Charles)","1885",
"39651","Hubbard, Bert","1882",
"46377","Fichte, Immanuel Hermann","1796","1879"
"38726","Orpen, Adela E. (Adela Elizabeth Richards)","1855","1927"
"39998","Hegner, Jakob","1882","1962"
"44791","Eyth, Max","1836","1906"
"48597","Parker, Frank (Illustrator)",,
"25360","Praga, Marco","1862","1929"
"40634","Woods, John",,"1829"
"52666","Hague, Parthenia Antoinette","1838",
"7024","Fyfe, W. Hamilton (William Hamilton)","1878","1965"
"39464","Treat, Mary","1835",
"261","MacClure, Victor","1887","1963"
"35028","Lance, Eveline",,
"35715","Temple, William","1628","1699"
"1101","Shepherd, William R. (William Robert)","1871","1934"
"7023","Thurston, E. Temple (Ernest Temple)","1879","1933"
"31828","Hutchison, J. (Jane)",,
"40259","Delaunay, Berthe",,
"49097","Heward, Edward Vincent",,
"40382","Malonyay, Dezső","1866","1916"
"48459","Cronk, Katharine Scherer","1877",
"42154","Sambourne, Linley","1844","1910"
"38207","Timerding, H. E. (Heinrich Emil)","1873","1945"
"34805","Tupper, Tristram","1884","1954"
"32452","Ivie, Larry","1936","2014"
"48391","Whiffen, Thomas","1878","1922"
"35867","Willard, Dr.",,
"41647","Scott, John Robert",,
"947","Chamberlain, Basil Hall","1850","1935"
"33705","Malone, Edmond","1741","1812"
"48354","Kara, Jalmari","1890","1936"
"42595","Ploetz, Carl","1819","1881"
"36476","Leeuwen, Jacob van","1787","1857"
"34779","Langdale, Stella","1880","1976"
"51208","Wichmann, Julie","1881","1974"
"7699","Fine, Henry B. (Henry Burchard)","1858","1928"
"37840","Enelow, H. G. (Hyman Gerson)","1877","1934"
"1895","Tavernier, E. Edouard",,
"36933","Pattullo, George","1879","1967"
"45371","Dunham, Oscar M.",,
"36801","Cole, Charles J.",,
"57179","Nuorteva, Väinö Albert","1889","1967"
"1191","Bryce, James Bryce, Viscount","1838","1922"
"42343","Clayton, Ellen C. (Ellen Creathorne)","1834","1900"
"50613","Southwestern Monuments Association",,
"9293","Brewster, Edith Gilman",,
"42070","Muñoz Escámez, José",,
"38314","Poore, Dudley","1893","1982"
"8763","Flammarion, Camille","1842","1925"
"50390","Fenn, A. S. (Annie S.)","1857","1893"
"53235","Ramm, Alan J.",,
"37203","Verbeek, Gustave","1867","1937"
"47111","Sankaran Nair, C. (Chettur), Sir","1857","1934"
"49090","Thatcher, Edward",,
"46856","Garwood, Edmund Johnston","1864","1949"
"38280","Pilastre, Édouard","1838","1910"
"54687","Farrar, Margaret Petherbridge","1897","1984"
"8850","Le Faure, Georges","1856","1953"
"40772","Libby, Walter","1867",
"42390","Robert-tornow, Walter","1852","1895"
"55609","Cundall, Frank","1858","1937"
"48908","Hartmann, Franz","1838","1912"
"39109","Mason, Edward T. (Edward Tuckerman)","1847","1911"
"3559","Parker, Charlotte Tiffany",,
"45676","Rossiter, Will","1867","1954"
"53580","Tunnell, Curtis D.",,"2001"
"39197","Agricola, Georg","1494","1555"
"3324","Beeton, Mrs. (Isabella Mary)","1836","1865"
"44174","Fernández Juncos, Manuel","1846","1928"
"40558","Siegert, Eugen",,
"5724","Ernst Browning, William","1830",
"31571","Brooks, Virginia","1886",
"25561","Fleming, Brandon",,
"45367","Anderton, Isabella Mary","1858","1904"
"36676","Douglas, Eileen",,
"34821","Lukomskii, G. K. (Georgii Kreskent'evich)","1884","1952"
"36121","Lungren, Fernand","1857","1932"
"55782","Paul, William","1678","1716"
"40247","Ayres, S. G. (Samuel Gardiner)","1865","1942"
"34500","Jones, Easley S. (Easley Stephen)","1884","1947"
"34931","MacCracken, H. N. (Henry Noble)","1880","1970"
"57014","Adye, Ralph Willett","1764","1804"
"36450","Chatfield-Taylor, H. C. (Hobart Chatfield)","1865","1945"
"57204","Aiken, Ednah","1872","1960"
"47696","Browne, Kathryn Eleanor",,
"56760","Michaud, Alfred Charles","1876","1975"
"49944","Allen, Alexander V. G. (Alexander Viets Griswold)","1841","1908"
"36193","Cibber, Colley","1671","1757"
"49067","Corbett, George, Mrs.","1846","1930"
"6224","Norris, W. E. (William Edward)","1847","1925"
"52424","Chase, Rebecca",,
"50085","Payne, George Henry","1876","1945"
"36792","Adams, Abigail","1744","1818"
"6867","Ingman, A. E. (Alfred Emil)","1860","1917"
"56986","Vala, Katri","1901","1944"
"53226","Medina, Frank J.",,
"2299","Hill, Grace Livingston","1865","1947"
"7895","Croker, B. M. (Bithia Mary)","1848","1920"
"39888","Boynton, Edward C. (Edward Carlisle)","1824","1893"
"56227","Bruggen, Carry van","1881","1932"
"43502","Alden, John B. (John Berry)","1847","1924"
"34386","Hodgson, F. (Francis)","1805","1877"
"33173","Prichard, K. (Kate)",,
"26619","Lipschütz, Alejandro","1883","1980"
"37991","Van Buren, John","1810","1866"
"41777","Bourke, John Gregory","1846","1896"
"41557","Wills, C. J. (Charles James)","1842","1912"
"53103","Bálint, Jenő","1889","1945"
"52888","Dunlap, John V.",,
"47664","Wilson, Jean Bingham",,
"35188","Jacks, L. P. (Lawrence Pearsall)","1860","1955"
"40166","Gillespie, W. M. (William Mitchell)","1816","1868"
"34811","Meidner, Ludwig","1884","1966"
"51307","Taber, I. W. (Isaac Walton)","1857","1933"
"26001","Higginbottom, John","1788","1876"
"35063","Stokes, Mary",,
"7644","Guerrini, Olindo","1845","1916"
"38380","Marshall, Thomas Maitland","1876","1936"
"35487","Frank, Waldo David","1889","1967"
"43580","Munford, Beverley B. (Beverley Bland)","1856","1910"
"41844","Michie, Alexander","1833","1902"
"9353","Wright, William Aldis","1831","1914"
"49941","Duval, Antoine",,
"49665","Raffi, Aram",,
"32504","Wild, Joseph","1834",
"33075","Lunt, George","1803","1885"
"46199","Hunter, Don",,
"54586","Lebhar, Bertram",,
"5326","Browne, Francis F. (Francis Fisher)","1843","1913"
"1786","Boyd, Andrew Kennedy Hutchison","1825","1899"
"40565","Alcock, Deborah","1835","1913"
"38618","Roguet, Christophe-Michel, comte","1800","1877"
"54186","Speer, Robert E. (Robert Elliott)","1867","1947"
"33239","Symonds, W. S. (William Samuel)","1818","1887"
"5161","Stevenson, William","1772","1829"
"43963","Roth, Louis M. (Louis Marcus)","1918",
"3372","Fiddlin' Powers & Family",,
"52217","Elias, Lee","1920","1998"
"382","Gould, George M. (George Milbrey)","1848","1922"
"51375","Patrick, C. Vincent",,
"26295","Van-Anderson, Helen","1859",
"1645","Taylor, Zachary","1784","1850"
"33922","Sloat, Edwin K.","1895","1986"
"48873","Levati, Giuseppe","1739","1828"
"50979","Butler, Glentworth Reeve","1855","1926"
"34389","Conant, J. E. (Judson Eber)","1867","1955"
"3848","Standish, Burt L.","1866","1945"
"4138","Earle, Augustus","1793","1838"
"53083","Skinner, James","1818","1881"
"5189","Myers, William Starr","1877","1956"
"50394","Solbert, Oscar N.","1885","1958"
"38444","Willson, Beckles","1869","1942"
"53017","Berkley, E.",,
"46590","Bäckström, Edvard","1841","1886"
"51829","Smythe, John Yester",,
"51836","Moore, Daniel","1809","1899"
"47863","Haraucourt, Edmond","1856","1941"
"26420","Kohl, Edith Eudora","1884",
"56535","Jacob, Edward Henry",,
"49718","Wallis, Ella Bell",,
"52958","Anderson, Frederic A.","1894","1950"
"8598","Praeger, R. Lloyd (Robert Lloyd)","1865","1953"
"48615","Klatt, Fritz","1888","1945"
"41687","Cook, Joseph","1838","1901"
"634","Henry, O.","1862","1910"
"56251","Wright, Julia McNair","1840","1903"
"1780","Eyre, Edward John","1815","1901"
"35731","Spiegel, E. (Edgar), Freiherr von","1885",
"890","Henderson, Archibald","1877","1963"
"52980","Cheney, O. Augusta (Olive Augusta)","1833",
"47363","Harris, J. Dennis",,
"54716","Rimington-Wilson, Reginald Henry Rimington","1852","1927"
"52912","Boddam-Whetham, J. W. (John Whetham)","1843","1918"
"4067","Burke, Kathleen","1887","1958"
"29","Kehoe, Brendan P.","1970","2011"
"34475","Murphy, Arthur","1727","1805"
"26524","Dodsley, Robert","1703","1764"
"41437","De Bieler",,
"7298","Hutchison, Paula A.",,
"56567","Istrati, Panait","1884","1935"
"45823","Hallam, T. D.",,
"48225","Kare, Aito",,
"55194","Slop, A. C.",,
"51664","Leese, Charles Leonard","1895",
"49660","Williams, S. Wells (Samuel Wells)","1812","1884"
"50273","Campbell, M. L.",,
"54317","Johns, Craig",,
"41699","Turton, W. H. (William Harry)","1856","1938"
"26433","Birmingham, Lloyd","1924","2010"
"32136","Fusil, Louise","1774","1848"
"1341","Musset, Alfred de","1810","1857"
"32687","Ruta, Enrico","1869","1939"
"54950","Jungbeck-Grönland, Ellen‏",,
"45500","Harrowby, Dudley Ryder, Earl of","1798","1882"
"25764","Wildenbruch, Ernst von","1845","1909"
"1214","Miall, Bernard","1876","1953"
"45260","Howard, Leon","1903","1982"
"39077","Simiriotis, S.",,
"32482","Garneau, F.-X. (François-Xavier)","1809","1866"
"42716","Foster, A. J.",,
"25510","Pousão, Francisco Nunes","1830",
"8062","Potter, Harry Spafford","1873","1940"
"36146","Great Britain. Privy Council",,
"8293","Twidle, Arthur","1865","1936"
"6292","Spiers, I. H. B. (Isidore Henry Bowles)",,
"25977","Krestanoff, Ivan H.","1890","1966"
"31320","Zhang, Jinling",,
"25813","Masters, Maxwell T. (Maxwell Tylden)","1833","1907"
"6603","Hobart-Hampden, Augustus Charles","1822","1886"
"53906","Vaux, W. S. W. (William Sandys Wright)","1818","1885"
"35486","Finger, Charles Joseph","1869","1941"
"42974","Carmel, John Prosper",,
"1681","Murray, Gilbert","1866","1957"
"39130","Cowell, Sydney",,
"2326","Webb, Mary Gladys Meredith","1881","1927"
"33437","Berger, William Merritt","1872","1942"
"28420","Badcock, John, active 1816-1830",,
"39441","Perceval, Victor","1835","1887"
"32227","Tschudi, Johann Jakob von","1818","1889"
"49769","Hewitt, William",,"1876"
"49072","Harman",,
"37578","Nash, Wallis",,
"52807","Estrée, Paul d'","1838","1922"
"46520","Hopkirk, Edith",,
"44630","McKee, Edwin D. (Edwin Dinwiddie)","1906","1984"
"56729","Houstoun, Mrs. (Matilda Charlotte)",,"1892"
"54574","Monteiro, Rose","1840","1898"
"37037","Webb, Margaret Ely","1877","1965"
"45406","Walters, John Cuming",,
"35943","Palmer, Ray","1910","1977"
"43127","Melcher, Bertha Corbett",,
"45855","Huard, L.",,"1874"
"7451","Fortis, Alberto","1741","1803"
"47332","Stinde, Julius","1841","1905"
"32768","Davis, J. Watson","1870","1959"
"39918","Worlton, James Timbrell","1877",
"53090","Beckford, Peter","1740","1811"
"41857","Le Blond, Aubrey, Mrs.","1861","1934"
"25263","Reese, A. M. (Albert Moore)","1872","1965"
"51426","Murie, Olaus J. (Olaus Johan)","1889","1963"
"7347","Conway, William Martin, Sir","1856","1937"
"49899","Bignami, Vespasiano","1841","1929"
"48487","Ducroquet, Charles","1872","1929"
"8687","Guérin de Bouscal",,"1657"
"45051","Rymer, James Malcolm",,"1884"
"8908","Hare, Walter Ben","1880","1950"
"57253","Multia, A. V.","1889","1980"
"39591","Allen, Edward A. (Edward Archibald)","1843","1922"
"5542","Wheat, George Seay","1886","1937"
"2186","Parloa, Maria","1843","1909"
"33923","Field, David Dudley","1805","1894"
"55052","Johns, Orrick","1887","1946"
"46319","Griffith, Ann Warren",,
"42238","Kirby, William","1759","1850"
"5112","Hémon, Louis","1880","1913"
"7939","Kelly, Florence Finch","1858","1939"
"41639","Quilter, Harry","1851","1907"
"41900","Praeger, Ferdinand","1815","1891"
"53978","Stoddart, Jane T.","1863","1944"
"43309","Villari, Pasquale","1827","1917"
"45818","Sidwell, Adelia B. Cox","1841","1925"
"54734","Apáthy, István","1863","1922"
"8078","Settle, Elkanah","1648","1724"
"42525","Tubergen, C. B. (Charles Burton)","1890",
"50150","Stromer, Theodor","1844",
"52314","Bell, Louie M.",,
"42378","Sisam, Kenneth","1887",
"3309","Dalton, Hugh Dalton, Baron","1887","1962"
"3638","Bang, Herman","1857","1912"
"26555","Williamson, Mabel",,
"51355","Sheldon, Winthrop Dudley","1839","1931"
"660","Osler, William, Sir","1849","1919"
"44757","Briggs, Lilian Marie",,
"52974","Baker, Joseph B.",,
"34710","Blackmar, Frank W. (Frank Wilson)","1854","1931"
"732","Molloy, J. Fitzgerald (Joseph Fitzgerald)","1858","1908"
"2302","Mistral, Frédéric","1830","1914"
"43920","Regaldi, Giuseppe",,
"48852","Hayes, J. W. (Jeff W.)","1853","1917"
"605","Bannerman, Helen","1862","1946"
"2213","Wilson, Robert Pierpont",,
"40538","Boldt, Paul","1885","1921"
"9488","Matsuo, Bashō","1644","1694"
"53925","Davis, Jonathan B. (Jonathan Billings)","1790","1868"
"32178","Byers, J. W.",,
"45628","Robinson, Charles Sherwood","1920",
"43526","Brasher, R. I.",,
"6964","Lampén, O. E.","1880","1925"
"46066","Lawrence, Frederic William","1882","1948"
"35651","Stedman, Laura","1881","1939"
"37725","Stevens, H. P. (Henry Potter)","1875","1965"
"41116","Chetwynd, Henry Wayland, Mrs.",,"1901"
"55779","Grant, George Monro","1835","1902"
"7411","Cobb, John N. (John Nathan)","1868","1930"
"51284","Henry, S. M. I. (Sarepta Myrenda Irish)","1839","1900"
"50062","Jerusalem, Else","1877","1942"
"46773","Bleackley, Horace","1868","1931"
"40536","Bull, Sara Chapman Thorp","1850","1911"
"9706","Overend, William Heysham","1851","1898"
"44426","Maudslay, Anne Cary",,"1926"
"52561","Martin, C.",,
"4500","Wells, B. W. (Benjamin Willis)","1856","1923"
"9811","Babcock, Charles Almanzo","1847","1922"
"957","Sumanaru, Simona",,
"4047","Bell, Lilian","1867","1929"
"43738","Rieger, J. B. (John Benjamin)","1886",
"8226","Beringer, J. J. (John Jacob)","1857","1915"
"47568","Anger, F.",,
"34440","Derleth, August","1909","1971"
"6974","Percival, John","1834","1918"
"49453","Harvey, Fred",,
"33018","Smith, John Talbot","1855","1923"
"1150","Paramananda, Swami","1884","1940"
"2671","Pridham, Caroline",,
"56749","Alvares, Francisco",,
"5409","Foster, J. F. (John Frederick)","1839","1869"
"3904","Doddridge, Philip","1702","1751"
"40169","Galleani Napione, Gian Francesco","1748","1830"
"37429","Campbell, Adelaide M. G.",,
"7703","Forssman, Edith","1856","1928"
"43886","Ward, J. H. (Joseph Harvey)",,
"54312","Jávor, Pál","1880","1923"
"56138","Nabonne, Bernard","1897","1951"
"54231","Wilimczyk",,
"46167","Clement, Hal","1922","2003"
"39502","Muckley, Angelo Fairfax","1859","1920"
"39885","Ris Lambers, Cornelis Hille","1865",
"42997","Hodgetts, J. Frederick (James Frederick)","1828","1906"
"31233","Pearce, J. H. (Joseph Henry)","1856",
"40101","Fosbery, E.","1874","1960"
"25511","Beard, Harry",,
"51792","Crane, Nathalia","1913","1998"
"49392","Kelly, Russell Anthony","1893",
"50507","Kephart, Leonard Wheeler","1892",
"35481","Åberg, J. O. (Johan Olof)","1843","1898"
"1528","Bede, Cuthbert","1827","1889"
"55138","Crafton, William Bell",,
"2229","Craig, Austin","1872","1949"
"31513","Hill, B. L. (Benjamin L.)",,
"43804","Russell, William",,
"36530","Sacro Bosco, Joannes de, active 1230",,
"48287","Fletcher, Alfred C. B. (Alfred Charles Benson)","1885","1928"
"37943","Bailey, James H. (James Henry)","1919","2004"
"44651","Wierzbicki, Felix Paul","1815","1860"
"49129","Hacket, Owen",,
"42251","Appleton, Victor, II",,
"42866","Brockhaus, Heinrich Eduard","1829","1914"
"387","Holmes, Oliver Wendell","1809","1894"
"54527","Hirsch, Nelli","1871","1915"
"55762","English, Thomas Dunn","1819","1902"
"47538","Robertson, Eric S. (Eric Sutherland)",,
"51768","Van Houten, Ray","1919","1963"
"52934","Johnston, Frances Benjamin","1864","1952"
"54139","Dautremer, Joseph","1860","1946"
"2627","Fustel de Coulanges","1830","1889"
"38823","Tyssot de Patot, Simon","1655","1738"
"55500","Prince, Morton","1854","1929"
"39199","Kṛṣṇadāsa Kavirāja Gosvāmi","1518",
"54145","Scott, Archibald","1837","1909"
"4799","Pearson, Francis B. (Francis Bail)","1853","1938"
"57451","Gaston, James McFadden","1824","1903"
"36363","Candler, Edmund","1874","1926"
"52991","Plummer, Edward M. (Edward Marwick)",,
"1590","Crockett, S. R. (Samuel Rutherford)","1860","1914"
"51070","Bunch, David R.","1925","2000"
"39120","Bushnell, David I. (David Ives)","1875","1941"
"52058","Hollaender, Felix","1867","1931"
"48484","Furst, Isidor",,
"45854","Howes, William L.",,
"51186","Duché, Jacob","1738","1798"
"49803","Le Blanc, H.",,"1887"
"53816","Kaltneker, Hans","1895","1919"
"43769","Kearton, Richard","1862","1928"
"53714","Arseven, Celâl Esad","1876","1972"
"50601","Tret'iakov, Nikolaĭ Aleksandrovich","1854","1917"
"36001","Beverley, Robert",,
"7534","Des Essarts, Alfred","1811","1893"
"54340","Marholm, Laura","1854","1928"
"49844","Poulsen, Ellen Kruuse",,
"25831","Cozzens, Frederic S. (Frederic Swartwout)","1818","1869"
"48693","Howard, John",,
"49813","Stebbins, Charles Maurice","1871",
"51569","Marsh, George","1876","1945"
"6977","Smith, F. Clifford (Frank Clifford)","1865","1937"
"49604","Prewitt, Taylor",,
"54941","Lemprière, John",,"1824"
"42723","Driesch, Hans","1867","1941"
"24999","Donkersley, J.",,
"38594","Endicott, Ruth Belmore",,
"1511","Luo, Guanzhong",,
"31549","Scott, G. Firth",,"1935"
"55820","Zilliacus, Emil","1878","1961"
"38974","Marmontel, A. (Antoine)","1816","1898"
"36383","Shorthouse, J. H. (Joseph Henry)","1834","1903"
"37981","Aletrino, Arnold","1858","1916"
"33657","Curry, Frederic C.",,
"55776","Covarrubias, Miguel","1904","1957"
"52859","Chishull, Edmund","1671","1733"
"37722","Mason, William","1829","1908"
"24773","Hunt, H. Ernest (Harry Ernest)",,
"41555","Peake, Harvey",,
"36559","Chaffee, Allen","1884","1985"
"1340","Theuriet, André","1833","1907"
"37984","Hines, Thomas Henry","1838","1898"
"39706","Hoskin, Arthur J. (Arthur Joseph)","1869",
"44138","Dickinson, John","1732","1808"
"42481","Sillem, Charles",,
"6923","Thérèse, de Lisieux, Saint","1873","1897"
"40570","Lindsay, B.",,"1917"
"40162","Hug, Lina",,
"2816","Barnum, P. T. (Phineas Taylor)","1810","1891"
"46688","Flex, Walter","1887","1917"
"47944","Uncle George, active 19th century",,
"8848","Laurie, Thomas","1821","1897"
"49047","Knight, C. Morley (Charles Lewis William Morley)",,
"48006","Griffith, Mary",,"1846"
"769","Field, Ellen Robena",,
"46031","Magazine, The Harmsworth",,
"50733","Knell, William Adolphus",,"1875"
"905","Gay, John","1685","1732"
"2558","Rosencreutz, Christian","1586","1654"
"56093","Haarhoff, T. J. (Theodore Johannes)","1892","1971"
"43409","Crane, J. T. (Jonathan Townley)","1819","1880"
"1221","Leacock, Stephen","1869","1944"
"3268","Brooks, Charles S. (Charles Stephen)","1878","1934"
"55088","Walker, Donald",,
"6599","Gerberding, G. H. (George Henry)","1847","1927"
"47890","Routledge, Robert",,
"8236","Aris, Ernest A. (Ernest Alfred)","1882","1963"
"51696","Graham, Hugh","1878",
"57172","Sutton, Eric",,
"40467","Thureau-Dangin, Paul","1837","1913"
"35436","Gray, Frederick T. (Frederick Turell)","1804","1855"
"46952","Smith, C. Ernest (Charles Ernest)","1855","1939"
"32752","Fischer, Ludwig",,
"35872","Robertson, James Craigie","1813","1882"
"40555","Thom, Charles","1872","1956"
"49607","Paddock, B. B. (Buckley B.)","1844","1922"
"44260","Corney, Bolton Glanvill","1851","1924"
"54422","Hungerford, Daniel E.",,
"8264","Newman, John Henry","1801","1890"
"32583","Jones, John P. (John Peter)","1847","1916"
"55397","Holmes, Mary Johnson",,
"38504","Eekhoff, W. (Wopke)","1809","1880"
"49801","Skutnabb, Akseli","1875","1929"
"52127","Crofoot, Jay William","1874","1960"
"47289","Lauriat, Charles Emelius, Jr.","1874","1937"
"47640","Noyes, Dora","1864","1960"
"56100","International Acceptance Bank",,
"42555","Roberts, Edmund","1784","1836"
"42940","Kanner, Heinrich","1864","1930"
"45942","Cox, J. Charles (John Charles)","1843","1919"
"39460","Longstreet, James","1821","1904"
"4633","Wade, James P.","1930",
"52681","Oberfield, William",,
"2004","Stephen, Karin","1889","1953"
"31453","Sanvittore, Gaetano",,
"7019","Bouvier, J. B. (Jean Baptiste)","1783","1854"
"41137","Sedgwick, Adam","1854","1913"
"41561","Oldham, Thomas",,
"39672","Sedding, John Dando","1838","1891"
"32980","Krasiński, Zygmunt, hrabia","1812","1859"
"40611","Binns, Charles Fergus","1857","1934"
"43538","Meyers, Augustus","1841",
"7707","Osler, Edward","1798","1863"
"34082","Raper, Eleanor",,
"1080","Jones, Henry Festing","1851","1928"
"3982","Adams, M. H. (Mary Hall)","1816","1860"
"48905","Vertès, Marcel","1895","1961"
"4878","Dimock, A. W. (Anthony Weston)","1842","1918"
"2916","Burckhardt, John Lewis","1784","1817"
"40742","Wright, Cuthbert","1891","1948"
"40946","Street, George Edmund","1824","1881"
"54649","McCourt, Robert Shepard","1890",
"456","Lowell, James Russell","1819","1891"
"54418","Daly, Charles P. (Charles Patrick)","1816","1899"
"54806","Dohrenburg, Thyra","1898","1972"
"8136","Hodgkin, Thomas","1831","1913"
"51756","Davies, William, Head-master of Carnarvon School",,
"51958","Cygnaeus, Fredrik","1807","1881"
"734","Whyte, Alexander","1836","1921"
"55376","Gray, John Edward","1800","1875"
"42523","Forbes, Henry O. (Henry Ogg)","1851","1932"
"43792","Baines, Thomas","1820","1875"
"9083","Thomson, M. Pearson",,
"1875","Sylvester, Charles Herbert",,
"24873","Ladd, Adoniram Judson",,
"57318","Campbell, J. F. (John F.)","1885","1966"
"45858","Kitchin, C. H. B. (Clifford Henry Benn)","1895","1967"
"37621","Pickens, William","1881","1954"
"45008","Notker, Balbulus",,"912"
"50128","Willoughby de Broke, Richard Greville Verney, baron","1869","1923"
"55227","Hodge, Mary Florence",,
"57092","Wolff, Richard",,
"35404","Britton, John","1771","1857"
"51732","Albergati, Vianesio",,
"37337","Nickalls, Guy","1866","1935"
"1736","Wyllie, David (Translator)",,
"54991","Arishima, Takeo","1878","1923"
"54475","Podmaniczky, Frigyes, báró","1824","1907"
"45586","Collins, Virgil D. (Virgil Dewey)","1898",
"55695","MacCallum, John Bruce","1876","1906"
"54404","Cowan, John E.",,
"42279","Curtis, Herbert Pelham",,
"54771","Dadd, Stephen T.","1858","1917"
"36765","Saunders, Constance A.",,
"45428","La Sizeranne, Robert de","1866","1932"
"40458","Cope, Thomas D. (Thomas Darlington)","1880","1964"
"5391","Hahnsson, Theodolinda","1838","1919"
"52308","Bareilles, Bertrand","1859","1933"
"31402","Caddell, W. Waithman",,
"57487","Doroshevich, Vlas",,
"26545","Blink, Hendrik","1852","1931"
