gutenberg_author_id,author,birthdate,deathdate
"4078","Monteith, James","1831","1890"
"42711","Shaw, Donald",,
"53281","Hoss, Della Taylor",,
"50073","Cox, S. A.",,
"51136","Josephson, Matthew","1899","1978"
"43717","Rice, Franklin P. (Franklin Pierce)","1852","1919"
"38485","Townsend, E. J. (Edgar Jerome)","1864","1955"
"36031","Howard, Robert E. (Robert Ervin)","1906","1936"
"36824","Shea, John S.",,
"40274","Mallalieu, Willard F. (Willard Francis)","1828","1911"
"50669","MacDonald, Ronald","1860","1933"
"32953","Bombled, L. (Louis)","1862","1927"
"52673","Fennel, Erik",,
"38376","Lewes, Mary L.",,
"36894","Shepard, Odell","1884","1967"
"5611","Willard, James Hartwell","1847",
"3563","McGaffey, Kenneth",,
"53387","Mandat-Grancey, E. (Edmond), baron de","1842","1911"
"46276","Scurry, James",,
"44806","Jeffs, Harry","1860","1938"
"57395","Bernard, Augustin","1865","1947"
"40671","Rosny, Léon de","1837","1914"
"5647","Ferland, Jean-B.-A. (Jean-Baptiste-Antoine)","1805","1865"
"40932","Dewey, G. Gordon","1916",
"25204","Ginther, Pemberton","1869","1959"
"25102","Storm, Gustav","1845","1903"
"8799","McMurry, Charles A. (Charles Alexander)","1857","1929"
"42492","Beard, Sidney Hartnoll","1862","1938"
"5614","Menant, Delphine","1850",
"37703","Nałkowska, Zofia","1884","1954"
"50070","Prokesch von Osten, Anton, Graf","1795","1876"
"6117","Paredes y Babila, Quintin","1884","1973"
"40102","Trikoglides, K.",,
"5143","Hamilton, Clayton Meeker","1881","1946"
"24747","Skinner, E. F.",,
"49249","Quintard, C. T. (Charles Todd)","1824","1898"
"40741","Altamira, Rafael","1866","1951"
"39140","Ireland, Mary E. (Mary Eliza)","1834","1927"
"8055","Pyle, William Henry","1875","1946"
"53517","Forest, Frederick",,
"42395","Gross, Anna Goldmark",,
"9149","Cooper, Jacob Calvin","1845","1937"
"4828","United States. National Aeronautics and Space Administration",,
"57277","Strother, S.",,
"31170","Berndtson, Fredrik","1820","1881"
"34078","Mills, Joe","1880","1935"
"55552","Noyes, Ethel J. R. C. (Ethel Jane Russell Chesebrough)",,
"46226","Hutton, James","1818","1893"
"4598","Clercq, René de","1877","1932"
"6836","Smith, Thorne","1892","1934"
"44048","Vismara, Antonio","1839","1903"
"32753","Puig i Ferreter, Joan","1882","1956"
"45208","Brentano, Franz","1838","1917"
"56894","Mestres, Apeles","1854","1936"
"54079","Valentino, Rudolph","1895","1926"
"57099","Dana, Edward Salisbury","1849","1935"
"7491","Randall, John","1810","1910"
"37367","Shinn, Harold Brough","1877",
"9666","Lipscomb, Andrew A. (Andrew Adgate)","1854","1915"
"56103","CPC International. Best Foods Division",,
"52175","California State Automobile Association",,
"37046","Lowell, A. Lawrence (Abbott Lawrence)","1856","1943"
"28374","Fröding, Gustaf","1860","1911"
"168","Alger, Horatio, Jr.","1832","1899"
"55900","Donaldson, Joseph","1793","1830"
"56895","Asbury, Herbert","1891","1963"
"56703","Virvatuli, Annikki","1884","1940"
"6196","Amerel",,
"45043","Abbott, Charles C. (Charles Conrad)","1843","1919"
"44241","Mardrus, J. C. (Joseph Charles)","1868","1949"
"43644","Camp, Samuel G. (Samuel Granger)","1877",
"31899","Marvell, Andrew","1621","1678"
"7729","Smyth, William J.",,
"40324","Aguado, Pedro de, active 16th century",,
"54130","De Vine, Alice L.",,
"41673","Scheltema, J. F. (Johann Friedrich )","1855","1922"
"2268","Hales, John W. (John Wesley)","1836","1914"
"51718","Blumenbach, Johann Friedrich","1752","1840"
"44760","Meignan, Victor",,
"43880","Bahr, Hermann","1863","1934"
"48446","Porter, Frank Thorpe","1801","1882"
"53636","Ball, Wilfrid","1853","1917"
"51187","Lewis, Art",,
"52731","Marsh, John B.","1835","1910"
"39484","Rankin, James",,
"7599","Livingston, C. M., Mrs.",,
"52492","Mason, Caroline Atwater","1853","1939"
"37421","Flynt, Josiah","1869","1907"
"7114","Stephens, H. L. (Henry Louis)","1824","1882"
"41103","Kuzmin, M. A. (Mikhail Alekseevich)","1872","1936"
"43118","Sherman, Charles","1882",
"36286","Dole, Nathan Haskell","1852","1935"
"35466","Moore, Dan T.",,
"55313","Spradling, Frank","1885","1972"
"53815","Vaughan, Robert","1795","1868"
"41569","Majors, Alexander","1814","1900"
"26839","Alford, Marianne Margaret Compton Cust, Viscountess","1817","1888"
"49671","McKay, Arch, Mrs.",,
"5121","Thomas, Edith May Bertels","1859",
"31193","Ye, Zi","1910","1939"
"4474","Cammaerts, Emile","1878","1953"
"41677","Wood, Theodore","1862","1923"
"40739","Clarke, Herbert L. (Herbert Lincoln)","1867","1945"
"8461","Horsford, Mary Gardiner","1824","1855"
"28327","Australia. Department of External Affairs",,
"2963","Bertrand, Louis","1866","1941"
"42383","Scott, Dred","1809","1858"
"8657","Clark, John Willis","1833","1910"
"6548","Everett, Edward","1794","1865"
"32782","Fan, Chengda","1126","1193"
"50176","Willoughby de Broke, Henry Verney, baron","1844","1902"
"2189","Reade, A. Arthur (Alfred Arthur)","1851",
"39763","Arène, Paul","1843","1896"
"34480","Camba, Julio","1882","1962"
"8269","Abbadie, Arnauld d'","1815","1893"
"4192","Moses, Montrose Jonas","1878","1934"
"41737","Kapor, Mitchell",,
"5666","Royal Print & Litho Limited",,
"46107","Cosquin, Emmanuel","1841","1919"
"40897","Muller, J. W. (Julius Washington)","1867","1930"
"41451","White, Samuel Alexander","1885","1956"
"44685","Robinson, Stephen L. (Telegrapher)",,
"46745","Faber-Castell (Firm)",,
"9809","Cochems, Henry F. (Henry Frederick)","1875",
"36910","Eggleston, Allegra",,
"50602","Baker, F. Nolan",,
"25514","Büttner, August",,
"201","Austin, Mary","1868","1934"
"45023","Simrock, Karl Joseph","1802","1876"
"37645","Harned, Thomas Biggs","1851","1921"
"41536","Jameson, Robert","1774","1854"
"42634","Roberts, David","1757","1819"
"35786","Forester, Frank","1807","1858"
"46990","Ronjat, Etienne Antoine Eugène","1822",
"52717","Davis, John Parker","1832","1910"
"43269","Porchat, J. Jacques (Jean Jacques)","1800","1884"
"9898","Ellis, Mary",,
"33562","Pearson, C. H. (Charles Henry)","1824","1906"
"37323","Chambers, Wilson V.",,
"49905","Gray, Louis H. (Louis Herbert)","1875","1955"
"51357","Jackson",,
"39284","Lerner, Mary",,
"51754","Bickers, George","1809",
"31112","Looms, George","1886","1926"
"38968","Fuller, George D. (George Damon)","1869",
"48808","Ney, Franz von","1803","1879"
"42080","Morrey, Charles Bradfield","1869",
"51131","Young, Ella","1867","1956"
"37133","Edwards, Jonathan","1703","1758"
"1353","Landor, Walter Savage","1775","1864"
"46109","Johnes, Thomas","1748","1816"
"48418","Pearn, V. A. (Violet A.)",,
"41368","Reyes, José Maria de los",,
"9463","Vinet, Alexandre Rodolphe","1797","1847"
"7272","Marett, R. R. (Robert Ranulph)","1866","1943"
"51960","Villarragut y Estevan, Carlos",,
"40048","Queensland",,
"45310","Brenan, Gerald","1872","1906"
"7324","Lepelletier, Edmond","1846","1913"
"39183","Graeme, Elliott",,
"35878","Breckinridge, Robert J. (Robert Jefferson)","1800","1871"
"3428","Constantino, Florencio","1869","1919"
"44658","Judd, W. J. (William J.)",,
"4128","Bragdon, Claude Fayette","1866","1946"
"38355","Swain, Richard La Rue","1860",
"1953","Raschid, Omar, bey","1839","1910"
"56974","Tegengren, Jacob","1875","1956"
"8365","Dewey, Mary Elizabeth","1821","1910"
"25180","J. L. B.",,
"48380","Hensman, Howard",,"1916"
"7933","Street, Julian","1879","1947"
"52899","Paulsen, Johannes","1847","1916"
"56467","Basedow, Herbert","1881","1933"
"53","Twain, Mark","1835","1910"
"52933","Cooper, Robert A.",,
"48307","Wegner, Armin T.","1886","1978"
"4469","Stephenson, Andrew","1856","1927"
"48605","McCarthy, Robert John",,
"39447","Smith, Clark Ashton","1893","1961"
"37105","Dirks, J.",,
"40852","Keith, Dora Wheeler","1856","1940"
"41426","Martin, Benjamin Ellis","1839","1909"
"34486","Horváth, Ákos",,
"31427","Cox, Irving E.","1917","2001"
"8652","Morton, Thomas","1764","1838"
"31985","Ready, Oliver George",,
"39406","Grimblot, Paul","1817","1870"
"55279","Dieudonné, Florence Carpenter","1850","1927"
"5898","Jones, Edmund O. (Edmund Osborne)","1858","1931"
"7295","Demolder, Eugène","1862","1919"
"39549","Wollaston, Thomas Vernon","1822","1878"
"49802","Salo, Aukusti","1887","1951"
"43802","Pauli, E. Corinne",,
"24916","Shearon, Lillian Nicholson",,
"25261","Butterick Publishing Company",,
"1447","Muir, Ramsay","1872","1941"
"41077","Marsden, J. B. (John Buxton)","1803","1870"
"47844","Castillo Solórzano, Alonso de","1584","1647"
"2345","Cowherd, Thomas","1817","1907"
"53820","Connellan, Thomas","1854",
"50339","McCollin, Thomas H.",,
"2444","Alden, Henry Mills","1836","1919"
"4725","Frothingham, Ellen","1835","1902"
"24828","Moorhouse, Herbert Joseph","1882",
"26064","Weiss, George Henry","1898","1946"
"56508","Lemay, Gaston","1843","1933"
"32898","Tompkins, Cydnor Bailey","1810","1862"
"52365","Alexander, John","1792","1868"
"41106","Capelle, J. van de","1812","1850"
"36522","Warton, Thomas","1728","1790"
"53010","Elliott, Jeanette Hindman",,
"39238","Leonard, Arthur Glyn",,
"9549","Bigelow, William F. (William Frederick)","1879","1966"
"34950","Crosby, Thomas","1840","1914"
"36762","Andreadis, Andreas","1876","1935"
"26484","Krogh, Christian","1852",
"49102","Irving, John Treat","1812","1906"
"37555","Badlam, Anna B.","1855","1947"
"39520","Edwards, H. Sutherland (Henry Sutherland)","1828","1906"
"55","Crane, Stephen","1871","1900"
"43247","Barker, Ernest, Sir","1874","1960"
"45359","Thayer, M. Russell (Martin Russell)","1819","1906"
"45196","Lloyd George, David","1863","1945"
"35716","Charles I, King of England","1600","1649"
"54227","Turnbow, Grover Dean","1892","1971"
"3556","Ancliffe, Charles","1880","1952"
"50792","Harmon, Albert V.",,
"53991","Wilhelmsen, Frederick D.","1923","1996"
"44032","Molinier, Auguste","1851","1904"
"46677","Lawrence, C. E. (Charles Edward)","1870","1940"
"41401","Costantini, Anna Miller","1880",
"46608","Patterson, Sterling",,
"55683","Best, Ruth J.",,
"45198","Eayrs, Hugh S. (Hugh Sterling)","1894","1940"
"8195","Hopkins, Herbert M. (Herbert Müller)","1870","1910"
"44355","Peckham, E. G. (Elizabeth Gifford)","1854",
"35135","Ariel","1799","1883"
"41550","Brown, W. L.",,
"32057","Allen, J. A. (Joel Asaph)","1838","1921"
"26322","Welsted, Mr. (Leonard)","1688","1747"
"49286","Tannenbaum, Samuel A. (Samuel Aaron)",,"1948"
"56939","Fairchild, Henry Pratt","1880","1956"
"55146","Redfield, Nayán Louise",,
"54070","Jouas, Charles","1866","1942"
"52902","Donnelly, Francis P. (Francis Patrick)","1869","1959"
"31995","Earle, John",,"1665"
"50533","Hemingway, Ernest","1899","1961"
"25797","Coybee, Eden",,
"39861","Cunningham, Francis","1785","1863"
"40239","Frazar, Douglas","1836","1896"
"3117","J. B. H. (James Barron Hope)","1829","1887"
"53291","Franklin Baker Co.",,
"5361","Casserly, Gordon","1869","1947"
"53724","Gibbons, Phebe Earle","1821","1893"
"45677","Cadwell, Charles K.",,
"32095","Wuorinen, Olli","1842","1917"
"44349","Society for Promoting Christian Knowledge (Great Britain). General Literature Committee",,
"55116","Harrington, John Walker","1868","1952"
"37863","Miller, Barnette",,
"32716","Auldjo, John",,"1857"
"52080","Gracián y Morales, Baltasar","1601","1658"
"44010","Casper, Johann Ludwig","1796","1864"
"34468","Dalquest, Walter Woelber","1917","2000"
"54330","Martyn, S. T. (Sarah Towne)","1805","1879"
"1884","Chaplin, Jeremiah","1813","1886"
"46921","Davidsson, Fanny",,
"9845","Keyl, Friedrich Wilhelm","1823","1871"
"48155","Schenrock, B.",,
"25193","St. John, J. Allen (James Allen)","1872","1957"
"35211","Robinson, H. P. (Henry Peach)","1830","1901"
"6151","Estébanez Calderón, Serafín","1799","1867"
"41757","Jewitt, Llewellynn Frederick William","1816","1886"
"57117","Hume, W. F. (William Fraser)","1867","1949"
"39336","Mackenzie, Jean Kenyon","1874","1936"
"44834","Masey, Francis Edward","1861","1912"
"32807","Trolle, Alf","1879","1949"
"57055","Maclehose, Louisa S.",,
"482","Ryan, Abram Joseph","1839","1886"
"50516","Procacci, Giovanni","1836","1887"
"47667","Hanriot, Jules-Armand","1853","1930"
"51074","Corrêa, Alvim","1876","1910"
"48886","Nathan, Ernesto","1845","1921"
"38669","Maizeroy, René","1856","1918"
"36566","Stuart, Henry Waldgrave","1870","1951"
"41102","Temple, Richard Carnac, Sir","1850","1931"
"41697","Bradley, A. G. (Arthur Granville)","1850","1943"
"36546","Bellows, George","1882","1925"
"35178","Cox, Palmer","1840","1924"
"33867","Reynolds, L. Major",,
"52786","Moore-Willson, Minnie","1859","1937"
"3107","Hall, Jennie","1875","1921"
"40951","Cutler, Frederick Morse","1874","1944"
"51322","Sachs, Julius","1832","1897"
"26543","Bancks, Gerard W.","1856","1934"
"42812","Ure, Andrew","1778","1857"
"9403","Bandarra, Gonçalo Anes",,
"63","Hope, Anthony","1863","1933"
"53657","Nydahl, Joel",,
"50895","Abell, Francis",,
"35888","Goepp, Charles","1827","1907"
"35696","Putnam, George Palmer","1887","1950"
"43159","Horstmann, Henry Charles",,
"49078","Judd, Charles Hubbard","1873","1946"
"40545","Pio, Louis","1841","1894"
"57359","Cramp, Walter S. (Walter Samuel)","1867","1932"
"56925","Williams, Nick B. (Nick Boddie)","1906","1992"
"45860","Porter, Alan",,
"37902","Kountouriotes, Nikolaos",,
"155","Luther, Martin","1483","1546"
"9154","McMahan, Anna Benneson",,
"9429","Speed, Nell","1878","1913"
"9623","Thomson, A. T., Mrs.","1797","1862"
"38187","Olgin, Moissaye J. (Moissaye Joseph)","1874","1939"
"395","Gilbert, W. S. (William Schwenck)","1836","1911"
"46060","Silvanus",,
"49834","Arrhenius, Svante","1859","1927"
"26039","Sergeant, Adeline","1851","1904"
"53288","Yoshida, Masao",,
"52584","Grimes, Millard",,
"42443","Argilagos, Rafael G. (Rafael Graciano)","1885","1967"
"32704","Aflalo, Frederick G. (Frederick George)","1870","1918"
"5888","Münsterberg, Hugo","1863","1916"
"53948","Faber, William Frederic","1860","1934"
"276","Tuckwell, William","1829","1919"
"41229","Santiago Vela, Gregorio de","1865",
"52757","Rochefort, Henri","1831","1913"
"56889","Schmidt-Schwedt, E.",,
"52250","Hawkes, Arthur","1871","1933"
"2927","Stuart, John McDouall","1815","1866"
"9095","Costello, Louisa Stuart","1799","1870"
"4560","Martin, Edward A. (Edward Alfred)","1864","1943"
"31462","Mainwaring, Arthur Edward","1864",
"50781","Smedley, Charles","1836","1864"
"34419","Cooke, M. C. (Mordecai Cubitt)","1825","1914"
"979","Bangs, John Kendrick","1862","1922"
"835","Hogarth, C. J.","1869","1942"
"46331","Wallis, John Eyre Winstanley","1886",
"42860","Waugh, W. F. (William Francis)","1849",
"7285","Murphy, Thos. D. (Thomas Dowler)","1866","1928"
"50560","Hollo, J.",,
"57341","Bonet, Honoré",,"1409"
"55672","Todd, James Henthorn","1805","1869"
"49598","Gibbon, Lardner","1819","1910"
"46843","Hedges, Charles",,
"45129","Blåfield, Karl Otto Johan","1823","1886"
"37761","Condivi, Ascanio",,
"9159","Stanley, W.",,
"47854","Kestner, Johann Christian","1741","1800"
"56141","Guernsey, Lucy Ellen","1826","1899"
"75","Beethoven, Ludwig van","1770","1827"
"48475","Monkshood, G. F.","1872",
"42460","Sturgess, J. (John)","1839","1903"
"5890","Bibesco, Elizabeth","1897","1945"
"34426","Pettit, H. M.",,
"40386","Fithian, Philip Vickers","1747","1776"
"34085","Domville-Fife, Charles W. (Charles William)","1886",
"4280","Bouilly, Jean Nicolas","1763","1842"
"50689","Hubbard, Douglass H.","1918","2011"
"41205","Courthope, William John","1842","1917"
"46370","Walters, L. D'O. (Lettice D'Oyly)","1880",
"37928","Wittmack, E. Franklin (Edgar Franklin)","1894","1956"
"4356","Daubney, William Heaford",,
"39396","Mears, Mary M. (Mary Martha)","1876","1943"
"40776","Scherer, Wilhelm","1841","1886"
"39905","Marryat, Florence","1837","1899"
"47645","Elleder, Karl","1860","1941"
"45057","Mac Neill, Eoin","1867","1945"
"36221","Walter, Herbert Eugene","1867","1945"
"43818","Franzén, Frans Michael","1772","1847"
"33102","Mattox, Alan",,
"49713","Church, John, Jr.",,
"26213","Foster, Edith Francis",,
"3887","Webb, Frank J.","1828","1894"
"37227","Otten, Karl","1889","1963"
"55834","Pierce, Bessie Louise","1888","1974"
"44089","Barnes-Grundy, Mabel","1869","1952"
"9121","Kárpáti, Aurél","1884","1963"
"57453","Council, The Military Service",,
"34711","Polylas, Iakovos","1826","1898"
"191","Hesiod",,
"51986","Goldsmith, Carleen",,
"8957","Hoffenstein, Samuel","1889","1947"
"31707","Corson, Hiram","1828","1911"
"32231","Allen, Martha Meir","1854","1926"
"2716","Edwards, Amelia B.","1831","1892"
"48472","Vincent, James",,
"33162","Liveing, Edward G. D. (Edward George Downing)","1895","1963"
"7608","Ormsbee, Thomas H. (Thomas Hamilton)","1890","1969"
"55766","Bigelow, W. D. (Willard Dell)","1866","1939"
"42197","Jones, Walter",,
"2971","Dent, Edward J. (Edward Joseph)","1876","1957"
"43882","Davis, Warren B.","1865","1928"
"50629","Mayo, Charles Edwin","1827","1899"
"25358","Brown, Thomas A.","1861",
"52977","Lange, Kurt","1863","1938"
"52784","Kennedy, H. O. (Harry Otis)",,
"4071","Kleiser, Grenville","1868","1953"
"34665","Berthoud, Eugène","1827","1872"
"51900","Keet, R. F.",,
"45381","Braunhold, Louis",,
"42913","Palmer, Sutton","1854","1933"
"53335","Sokolov, N. (Nikolai)","1882","1924"
"42205","Sheridan, Frances Chamberlaine","1724","1766"
"53840","Bousfield, Paul","1880","1957"
"32694","Mack, Stan",,
"49513","Scudamore, Frank","1859","1939"
"47076","Fortia de Piles, A. (Alphonse), comte de","1758","1826"
"55188","Adams, Grace",,
"42283","Russell, John Russell, Earl","1792","1878"
"51831","Rodriguez, José Dolores",,
"47718","Deich, L. G. (Lev Grigor'evich)","1855","1941"
"40629","Atwater, John Birdseye","1855","1921"
"33119","Dowling, Colista Murray","1881","1968"
"4869","Sevilla, Jose N.","1880","1946"
"37861","Whitlock, Brand","1869","1934"
"55553","Leary, Lewis Gaston","1877","1951"
"39051","Lloyd, John Uri","1849","1936"
"43381","Warren, F. (Ferdinand)",,
"36943","Casimiro, Augusto",,
"56004","Allen, Walter James, active 1859-1891",,
"25656","James, H. R. (Henry Rosher)","1862","1931"
"40201","Griffith, Farran, Okeden & Welsh",,
"35190","Miller, E. P., Mrs.","1831",
"2741","Onerva, L.","1882","1972"
"40805","Jeshurun, George",,
"52190","Blyton, Enid","1897","1968"
"55217","Powell, Alma Webster Hall","1869","1930"
"43088","Boulanger, Nicolas Antoine","1722","1759"
"44982","Oliver, Andrew","1706","1774"
"31908","Hayes, Alice M.","1862","1913"
"49580","Loring, Frederic W. (Frederic Wadsworth)","1848","1871"
"51156","Wiggins, Evelina Oakley","1878",
"9614","Guillemin, Amédée","1826","1893"
"8535","Morrison, George Ernest","1862","1920"
"37848","Fleming, William F.",,
"46127","Etzel, Theodor","1873","1930"
"44143","Rigney, Francis J. (Francis Joseph)","1882","1962"
"53937","Phillips, Roland Ashford",,
"3603","Beaumont, Francis","1584","1616"
"39982","Schilperoort, Tom",,
"37287","Browne, William Hand","1828","1912"
"44435","Lonergan, F.",,
"42087","Emmons, Samuel B. (Samuel Bulfinch)",,
"1906","Carroll, Robert S. (Robert Sproul)","1869","1949"
"46372","Meyer-Merian, Theodor","1818","1867"
"47736","Veale, E.",,
"7284","Jarrold and Sons",,
"48086","Bell, Robert Bloomer Hare","1872","1956"
"42941","Arthur, James","1842","1930"
"33059","Lagus, F. H. B.","1855","1936"
"41727","Bowen, Marjorie","1888","1952"
"32516","Prall, Dorothea",,
"39736","Hollingworth, Harry L. (Harry Levi)","1880","1956"
"40646","Stone, Fred S.",,
"51681","Collyer, William Bengo'","1782","1854"
"42413","Greener, William","1806","1869"
"33919","Cary, Henry","1804","1870"
"52388","Schenck, H. (Heinrich)","1860","1927"
"56876","Zschokke, Friedrich","1860","1936"
"52962","Wright, William","1829","1900"
"2365","Lover, Samuel","1797","1868"
"43292","Coffin, Frederick M.",,
"5158","Golder, Frank Alfred","1877","1929"
"9386","Robinson, Forbes","1867","1904"
"39435","Bailey, Arthur Low","1867","1940"
"53294","Colonna de Cesari-Rocca, Pierre Paul Raoul, comte","1864","1922"
"53118","Young, Charles Sumner",,
"26845","Lottin, Augustin-Martin","1726","1793"
"56149","Brett, John",,"1785"
"34090","Pray, Leon Luther","1882",
"42571","Alderman, L. R. (Lewis Raymond)","1872","1965"
"5346","Douie, Marjorie",,
"24967","Yajñavalkya",,
"38221","Coleridge, Mary E. (Mary Elizabeth)","1861","1907"
"48264","Stjernström, Louise","1812","1907"
"54241","Roesch, Kurt","1905","1984"
"44889","Dahlberg, T. J. (Thure Johan)","1836","1870"
"46208","Cena, Giovanni","1870","1917"
"52917","Zayas y Sotomayor, María de","1590","1650"
"54891","Colagrossi, Mariano","1871","1935"
"33012","Vigoni, Giuseppe","1846","1914"
"37308","Quincy, Samuel M. (Samuel Miller)","1833","1887"
"56281","Mallet, Charles Edward, Sir","1862","1947"
"56360","Sze, Sao-Ke Alfred","1877","1958"
"45700","Clarke, William","1800","1838"
"43786","Fernald, Chester Bailey","1869","1938"
"38402","Lees, J. A. (James Arthur)","1852",
"40775","Anderson, Isabel","1876","1948"
"46029","Frenssen, Gustav","1863","1945"
"53867","Lauka, Gusztáv","1818","1902"
"8037","Dallas, Ellen M.",,
"32343","Ellis, James Tandy","1868","1942"
"56627","Thaxter, Katherine",,
"7745","Bowling, Edward Woodley","1837","1907"
"1987","Zangwill, Israel","1864","1926"
"56942","Myers, Willard Henry","1847","1895"
"53913","Whiteside, Thomas","1918","1997"
"32799","Du Veuzit, Max","1886","1952"
"40207","Duerk, Hilarion","1883",
"8032","Flood, L. L. (Leopold L.)","1881",
"9608","Henson, Matthew Alexander","1866","1955"
"51987","Roots, Logan H. (Logan Holt)","1841","1893"
"92","Franklin, Benjamin","1706","1790"
"35782","Hoüard, David","1725","1802"
"41395","Norris, William A.","1896","1964"
"54281","Cooper, William Durrant","1812","1875"
"51089","Peers, E. Allison (Edgar Allison)","1891","1952"
"5981","Roos, Mathilda","1852","1908"
"739","MacClintock, William Darnall","1858","1936"
"57462","Rangabé, A. R.",,
"34210","Woodhead, G. Sims, (German Sims), Sir","1855","1921"
"3187","Campano, Lorenzo",,
"25367","Guidi, Tommasina","1833","1903"
"53403","French, Donald G.","1873","1945"
"41409","Lange, D. (Dietrich)","1863","1940"
"42824","Turner, Edward Raymond","1881","1929"
"38902","Bonhote, Mrs. (Elizabeth)","1744","1818"
"35836","Fulton, A. W. (Albert Watson)","1859",
"34218","Mario, Alberto","1825","1883"
"47954","Shore, Moyers S.","1941",
"2039","Thomson, Alexander, M.D.",,
"7755","Speiser, Felix","1880","1949"
"56032","Ragan, Robert A.",,
"1195","Gladstone, W. E. (William Ewart)","1809","1898"
"8801","Bailey, Carolyn Sherwin","1875","1961"
"44221","Merrick, George Byron",,
"4127","Muller, Eugène","1826","1913"
"37788","Andrew, George T.",,
"40605","Joyce, T. H.",,
"25085","Canning, George","1770","1827"
"39383","Burkett, Ray D.","1938",
"45345","Roundell, Charles, Mrs.",,
"51781","Gunnarsson, Gunnar","1889","1975"
"55842","Anderson, John",,"1864"
"31145","Williams, Wadham Pigott","1821",
"55630","Brown, Wenzell","1911","1981"
"24872","Lloyd, C. G. (Curtis Gates)","1859","1926"
"57421","Penttilä, Aarni","1899","1971"
"56081","McKinney, Emma",,
"50071","Torrund, Jassy","1860","1943"
"40485","Adams, St. Clair","1883","1967"
"6605","Chorney, Alexander H.",,
"34457","Furness, William Henry","1866","1920"
"1358","Leblanc, Maurice","1864","1941"
"38513","Morehead, James Caddall",,
"46727","Balch, Edwin Swift","1856","1927"
"38667","Bunin, Ivan Alekseevich","1870","1953"
"25821","Grey, Mrs. (Elizabeth Caroline)","1798","1869"
"2965","Parsons, John Denham","1861","1936"
"40013","Wollaston, A. F. R. (Alexander Frederick Richmond)","1875","1930"
"5284","Nugent, Homer Heath","1893",
"51238","Kappeler, George J.",,
"51707","Stewart, Alexander Morrison","1861",
"36714","Pfungst, Oskar","1874","1933"
"55907","Wyman, Jeffries","1814","1874"
"38419","Long, Stephen H. (Stephen Harriman)","1784","1864"
"9612","Fremantle, Arthur James Lyon, Sir","1835","1901"
"50271","La Sale, Antoine de",,
"9067","Smedley, Frank E. (Frank Edward)","1818","1864"
"52393","Smith, Arthur D. Howden (Arthur Douglas Howden)","1887","1945"
"3754","Lassila, Maiju","1868","1918"
"39029","Capmany, José M.",,
"6371","Polén, Rietrik","1823","1884"
"9310","Bax, Ernest Belfort","1854","1926"
"33251","Bardeen, C. W. (Charles William)","1847","1924"
"50043","Hammond, Margaret F.",,
"44134","Bliss, Sands, & Foster",,
"48141","Penrose, Charles B. (Charles Bingham)","1862","1925"
"36314","Wheeler, John N. (John Neville)","1886",
"4949","Horn, Henry J.",,
"31784","Chéruel, Aldophe","1809","1891"
"5259","Hebbelynck, Th.",,
"6366","Leino, Kasimir","1866","1919"
"41644","McCall, Sidney",,
"54869","Bickerstaff, Isaac","1735","1812"
"36655","Ryden, Ernest Edwin",,
"46085","Toyne, S. M. (Stanley Mease)",,
"3624","Multatuli","1820","1887"
"40428","Mackay, Thomas","1849","1912"
"45297","Bastian, H. Charlton","1837","1915"
"56713","Balla, Antal","1886","1953"
"56507","Malloch, Douglas","1877","1938"
"34541","Collins, Anthony","1676","1729"
"52327","Napier, William Francis Patrick","1785","1860"
"32803","Hardy, E. D.",,
"53452","Brokaw, H. Clifford (Harry Clifford)","1886",
"51741","Balzani, Ugo","1847","1916"
"51141","University of Idaho",,
"50506","Crooks, D. M. (Donald Mundell)","1902",
"25426","Oakey, Daniel",,
"45671","Bourne, Cardinal","1861","1935"
"35513","Betts, Louis","1873","1961"
"3919","Kuiper, A. C.","1860","1934"
"37922","Pratt, J. G.",,
"100","Chopin, Kate","1850","1904"
"52273","Housse, Ludwig","1829","1879"
"1899","Rawlinson, A. E. J. (Alfred Edward John)","1884","1960"
"49094","Mondaini, Gennaro","1874","1948"
"50304","Le Poer, John Patrick",,
"8759","Buckland, Arthur H.","1870","1927"
"54893","Dorsey, George A. (George Amos)","1868","1931"
"40264","French, Harry W. (Harry Willard)","1854","1915"
"2866","Betham-Edwards, Matilda","1836","1919"
"50199","A Californian",,
"2304","Berry, R. L. (Robert Lee)","1874","1952"
"41304","Raymond, Percy E. (Percy Edward)","1879","1952"
"37972","Bickford, Nana French","1886","1959"
"7889","Engel, Georg","1866","1931"
"25157","Ernst, Paul","1899","1985"
"53223","Hermant, Abel","1862","1950"
"34727","Paris, A.",,
"57235","Whiting, Margaret C. (Margaret Christine)","1860","1946"
"4409","Gordon, S. D. (Samuel Dickey)","1859","1936"
"9729","Vaizey, George de Horne, Mrs.","1857","1917"
"55556","Pelley, William Dudley","1890","1965"
"49601","Lippard, George","1822","1854"
"36627","Oost, Jan",,
"35294","Holden, Fox B.","1923",
"47428","Draper, Henry","1837","1882"
"32847","Hyde, James Wilson","1841","1918"
"39327","Thompson, George","1804","1878"
"55770","Satterlee, Walter","1844","1908"
"37280","Savile, Frank (Frank Mackenzie)",,
"40409","Roberts, W. J.",,
"7190","Cushing, Frank Hamilton","1857","1900"
"44242","Chandler, Izora C. (Izora Cecilia)",,"1906"
"35222","Ginguené, Pierre Louis","1748","1816"
"7417","Kearney, Elfric Leofwin","1856","1913"
